vidId,frameNum,detectedObjId,detectedObjClass,confidence,x1,y1,x2,y2
Cyclist and vehicle tracking - 2.mp4,244,2,bicycle,0.28078023,826.9554,409.35516,856.4534,437.00934
Cyclist and vehicle tracking - 2.mp4,245,2,bicycle,0.31899956,827.216,408.47565,857.6364,439.25897
Cyclist and vehicle tracking - 2.mp4,246,2,bicycle,0.36083937,827.2859,408.50122,857.23376,437.87476
Cyclist and vehicle tracking - 2.mp4,247,2,bicycle,0.43121454,827.46643,407.56808,856.4696,437.75333
Cyclist and vehicle tracking - 2.mp4,248,2,bicycle,0.36335632,827.21844,407.44424,856.25433,438.58426
Cyclist and vehicle tracking - 2.mp4,249,2,bicycle,0.46252617,827.5831,407.31458,855.3939,437.68726
Cyclist and vehicle tracking - 2.mp4,250,2,bicycle,0.42922163,828.54724,407.21344,855.57825,438.32983
Cyclist and vehicle tracking - 2.mp4,251,2,bicycle,0.36926976,828.89026,407.05603,857.8423,439.24365
Cyclist and vehicle tracking - 2.mp4,252,2,bicycle,0.4446298,829.11597,408.05185,856.4973,439.1539
Cyclist and vehicle tracking - 2.mp4,253,2,bicycle,0.47012743,829.2335,408.80737,856.46423,439.3589
Cyclist and vehicle tracking - 2.mp4,254,2,bicycle,0.38593456,828.98663,408.3194,856.74896,439.4687
Cyclist and vehicle tracking - 2.mp4,255,2,bicycle,0.31954196,829.0985,409.5293,857.0686,438.20105
Cyclist and vehicle tracking - 2.mp4,256,2,bicycle,0.3214265,829.2273,409.69147,857.11743,437.2635
Cyclist and vehicle tracking - 2.mp4,257,2,bicycle,0.40170455,830.08057,409.64816,857.4851,438.14346
Cyclist and vehicle tracking - 2.mp4,258,2,bicycle,0.33910614,830.38025,408.69824,858.59924,438.69104
Cyclist and vehicle tracking - 2.mp4,259,2,bicycle,0.36518845,831.65735,408.9109,858.3707,435.52545
Cyclist and vehicle tracking - 2.mp4,260,2,bicycle,0.25929302,830.9447,409.95978,859.4159,436.4486
Cyclist and vehicle tracking - 2.mp4,261,2,bicycle,0.44232595,831.2933,409.60425,859.0118,433.03925
Cyclist and vehicle tracking - 2.mp4,262,2,bicycle,0.38340995,831.9601,409.30804,859.67957,433.2127
Cyclist and vehicle tracking - 2.mp4,263,2,bicycle,0.43131304,831.8732,409.53577,860.82025,433.91095
Cyclist and vehicle tracking - 2.mp4,264,2,bicycle,0.43964612,831.9299,409.55658,860.99713,433.64276
Cyclist and vehicle tracking - 2.mp4,265,2,bicycle,0.44099367,832.01575,409.72388,860.10583,432.2638
Cyclist and vehicle tracking - 2.mp4,266,2,bicycle,0.42378077,832.08704,409.672,860.4568,432.46765
Cyclist and vehicle tracking - 2.mp4,267,2,bicycle,0.40503496,832.09045,409.64627,859.16394,432.1094
Cyclist and vehicle tracking - 2.mp4,268,2,bicycle,0.35865986,832.03296,409.64258,858.7759,432.07983
Cyclist and vehicle tracking - 2.mp4,269,2,bicycle,0.3562507,831.56476,409.52286,859.17096,434.27725
Cyclist and vehicle tracking - 2.mp4,270,2,bicycle,0.33013493,831.7318,408.90045,857.90686,433.00946
Cyclist and vehicle tracking - 2.mp4,271,2,bicycle,0.29578027,830.2726,410.95465,860.26855,437.6662
Cyclist and vehicle tracking - 2.mp4,272,2,bicycle,0.49679288,829.37683,408.99567,857.1134,438.1021
Cyclist and vehicle tracking - 2.mp4,273,2,bicycle,0.32692122,828.56726,408.27975,857.0858,436.5139
Cyclist and vehicle tracking - 2.mp4,274,2,bicycle,0.29443958,829.2881,408.09958,856.4363,436.72824
Cyclist and vehicle tracking - 2.mp4,275,2,bicycle,0.3460916,828.4138,407.74738,855.17334,436.84363
Cyclist and vehicle tracking - 2.mp4,276,2,bicycle,0.4814257,827.41174,407.57715,855.46155,437.63965
Cyclist and vehicle tracking - 2.mp4,277,2,bicycle,0.49359235,827.0885,406.7747,855.17834,438.2001
Cyclist and vehicle tracking - 2.mp4,278,2,bicycle,0.4358959,826.6005,406.4114,856.40924,439.07022
Cyclist and vehicle tracking - 2.mp4,279,2,bicycle,0.3785044,827.8838,405.8686,856.15845,438.5534
Cyclist and vehicle tracking - 2.mp4,280,2,bicycle,0.44323984,826.43823,406.0658,854.67236,438.2771
Cyclist and vehicle tracking - 2.mp4,281,2,bicycle,0.4258806,825.80896,406.53174,855.28796,438.84094
Cyclist and vehicle tracking - 2.mp4,282,2,bicycle,0.43483576,825.4497,405.56964,855.5935,437.36835
Cyclist and vehicle tracking - 2.mp4,283,2,bicycle,0.3464843,825.51227,404.57114,855.05646,436.19156
Cyclist and vehicle tracking - 2.mp4,284,2,bicycle,0.36695567,825.20435,404.77228,856.407,436.34064
Cyclist and vehicle tracking - 2.mp4,285,2,bicycle,0.32613602,824.8973,405.0918,858.4102,436.9292
Cyclist and vehicle tracking - 2.mp4,286,2,bicycle,0.3452508,824.64124,404.33533,853.51575,429.4214
Cyclist and vehicle tracking - 2.mp4,287,2,bicycle,0.5175661,824.0089,404.61597,856.629,435.51404
Cyclist and vehicle tracking - 2.mp4,288,2,bicycle,0.5126649,823.79517,405.55707,854.99585,432.16022
Cyclist and vehicle tracking - 2.mp4,289,2,bicycle,0.4787704,823.78815,405.5865,853.2082,430.50745
Cyclist and vehicle tracking - 2.mp4,290,2,bicycle,0.48965335,823.70654,404.59897,855.2418,430.35367
Cyclist and vehicle tracking - 2.mp4,291,2,bicycle,0.2813809,822.31445,404.0218,851.94885,426.33392
Cyclist and vehicle tracking - 2.mp4,292,2,bicycle,0.32598346,822.0478,403.89624,851.70245,426.07385
Cyclist and vehicle tracking - 2.mp4,293,2,bicycle,0.30774513,821.99695,403.7397,851.93176,427.19666
Cyclist and vehicle tracking - 2.mp4,294,2,bicycle,0.34096226,820.79755,402.01404,849.34503,428.44214
Cyclist and vehicle tracking - 2.mp4,295,2,bicycle,0.33351976,820.5619,401.96393,850.5592,428.69
Cyclist and vehicle tracking - 2.mp4,296,2,bicycle,0.3193701,820.29254,401.36792,855.31586,433.62622
Cyclist and vehicle tracking - 2.mp4,297,2,bicycle,0.36378062,819.79175,401.534,855.1738,433.22272
Cyclist and vehicle tracking - 2.mp4,298,2,bicycle,0.30389073,820.17706,401.56613,856.45184,430.65408
Cyclist and vehicle tracking - 2.mp4,299,2,bicycle,0.40014303,819.98315,401.64496,853.81616,431.6231
Cyclist and vehicle tracking - 2.mp4,300,2,bicycle,0.4672857,819.8094,401.92706,851.4672,433.60742
Cyclist and vehicle tracking - 2.mp4,301,2,bicycle,0.43043512,820.2192,401.99402,851.78094,432.8864
Cyclist and vehicle tracking - 2.mp4,302,2,bicycle,0.38103375,820.09143,402.00555,851.81946,431.7968
Cyclist and vehicle tracking - 2.mp4,303,2,bicycle,0.4756562,819.307,401.49545,850.3507,431.36795
Cyclist and vehicle tracking - 2.mp4,304,2,bicycle,0.46705216,818.75134,401.77426,850.6085,431.42227
Cyclist and vehicle tracking - 2.mp4,305,2,bicycle,0.55042803,818.0054,400.98438,848.8623,431.3734
Cyclist and vehicle tracking - 2.mp4,306,2,bicycle,0.26671636,949.8464,482.49908,985.6423,511.6236
Cyclist and vehicle tracking - 2.mp4,307,2,bicycle,0.34439778,956.1909,478.83606,985.8207,508.6317
Cyclist and vehicle tracking - 2.mp4,308,2,bicycle,0.49976754,955.33167,478.52725,985.58484,508.3839
Cyclist and vehicle tracking - 2.mp4,309,2,bicycle,0.4466064,956.3918,478.5432,984.8017,508.2589
Cyclist and vehicle tracking - 2.mp4,310,2,bicycle,0.5421011,955.88104,479.041,986.19073,507.95605
Cyclist and vehicle tracking - 2.mp4,311,2,bicycle,0.49913597,955.91907,479.57153,988.2875,508.25928
Cyclist and vehicle tracking - 2.mp4,312,2,bicycle,0.4699217,956.35565,478.43616,986.2381,508.01184
Cyclist and vehicle tracking - 2.mp4,313,2,bicycle,0.47036216,956.86597,477.88205,981.05884,507.07812
Cyclist and vehicle tracking - 2.mp4,314,2,bicycle,0.5041491,957.12756,480.11334,989.4867,508.86322
Cyclist and vehicle tracking - 2.mp4,315,2,bicycle,0.49459907,957.29376,479.94763,987.37067,508.17737
Cyclist and vehicle tracking - 2.mp4,316,2,bicycle,0.5168598,957.0491,479.29123,987.3054,508.25293
Cyclist and vehicle tracking - 2.mp4,317,2,bicycle,0.6001124,956.1426,478.34613,986.19385,507.13483
Cyclist and vehicle tracking - 2.mp4,318,2,bicycle,0.5553203,956.183,477.99762,984.5768,507.5617
Cyclist and vehicle tracking - 2.mp4,319,2,bicycle,0.3919181,955.86096,476.7922,983.683,508.06055
Cyclist and vehicle tracking - 2.mp4,320,2,bicycle,0.2757498,958.4189,477.841,985.6077,510.13837
Cyclist and vehicle tracking - 2.mp4,321,2,bicycle,0.5022967,946.38086,475.85248,980.39404,506.4405
Cyclist and vehicle tracking - 2.mp4,322,2,bicycle,0.51571304,935.4116,480.05438,978.27295,515.67194
Cyclist and vehicle tracking - 2.mp4,323,2,bicycle,0.5410001,930.63025,479.1333,978.55164,513.8364
Cyclist and vehicle tracking - 2.mp4,324,2,bicycle,0.37245438,928.0685,468.5534,955.34973,498.14966
Cyclist and vehicle tracking - 2.mp4,324,2,bicycle,0.25608948,928.98474,473.4154,960.7406,502.25226
Cyclist and vehicle tracking - 2.mp4,325,2,bicycle,0.3521463,924.18066,469.19476,951.1321,497.32684
Cyclist and vehicle tracking - 2.mp4,326,2,bicycle,0.49541578,921.7456,469.06677,955.21655,497.98456
Cyclist and vehicle tracking - 2.mp4,326,2,bicycle,0.33896124,930.9037,477.8037,966.4689,504.36438
Cyclist and vehicle tracking - 2.mp4,326,2,bicycle,0.27318224,937.0615,480.59216,967.4535,510.5868
Cyclist and vehicle tracking - 2.mp4,327,2,bicycle,0.3275849,931.9001,478.71262,963.0528,505.67163
Cyclist and vehicle tracking - 2.mp4,327,2,bicycle,0.31214267,921.66174,469.19397,948.9221,497.1045
Cyclist and vehicle tracking - 2.mp4,328,2,bicycle,0.280735,929.2085,476.9112,963.54456,508.00702
Cyclist and vehicle tracking - 2.mp4,329,2,bicycle,0.5218995,917.4718,477.2955,963.1476,507.59778
Cyclist and vehicle tracking - 2.mp4,330,2,bicycle,0.34962556,917.187,476.4022,963.61304,509.85437
Cyclist and vehicle tracking - 2.mp4,331,2,bicycle,0.5586115,916.2042,476.06372,961.3629,509.78906
Cyclist and vehicle tracking - 2.mp4,332,2,bicycle,0.43763807,915.6101,477.1927,959.0847,506.84625
Cyclist and vehicle tracking - 2.mp4,333,2,bicycle,0.4590894,915.3738,474.539,954.103,500.73212
Cyclist and vehicle tracking - 2.mp4,333,2,bicycle,0.27869493,926.70337,481.17764,959.6936,509.8463
Cyclist and vehicle tracking - 2.mp4,334,2,bicycle,0.6324646,914.49207,473.7,957.3302,500.69696
Cyclist and vehicle tracking - 2.mp4,334,2,bicycle,0.5226676,917.6384,478.06482,962.2634,509.93445
Cyclist and vehicle tracking - 2.mp4,335,2,bicycle,0.5957737,914.37537,472.88788,955.9922,498.57794
Cyclist and vehicle tracking - 2.mp4,335,2,bicycle,0.5188514,918.397,479.86072,961.8694,509.81946
Cyclist and vehicle tracking - 2.mp4,336,2,bicycle,0.587327,913.74835,472.05182,955.49335,498.6374
Cyclist and vehicle tracking - 2.mp4,336,2,bicycle,0.44745237,917.1638,478.707,960.97705,509.1018
Cyclist and vehicle tracking - 2.mp4,337,2,bicycle,0.6609249,912.86816,471.00293,950.22314,495.84985
Cyclist and vehicle tracking - 2.mp4,337,2,bicycle,0.285306,928.5719,485.06604,962.452,509.37756
Cyclist and vehicle tracking - 2.mp4,338,2,bicycle,0.6882524,912.67554,471.21735,951.2124,496.48724
Cyclist and vehicle tracking - 2.mp4,338,2,bicycle,0.3314214,919.5491,478.95923,958.19226,507.96582
Cyclist and vehicle tracking - 2.mp4,338,2,bicycle,0.32405803,917.0089,469.08252,945.3524,497.6739
Cyclist and vehicle tracking - 2.mp4,339,2,bicycle,0.6898539,912.06146,470.87872,951.31854,496.33026
Cyclist and vehicle tracking - 2.mp4,339,2,bicycle,0.26209712,915.38904,472.11157,956.4501,501.81836
Cyclist and vehicle tracking - 2.mp4,339,2,bicycle,0.25113663,917.76013,477.89734,956.54395,507.47302
Cyclist and vehicle tracking - 2.mp4,340,2,bicycle,0.70616865,910.8474,470.47284,946.55615,495.41632
Cyclist and vehicle tracking - 2.mp4,341,2,bicycle,0.6926416,910.60535,470.5432,948.2855,495.62207
Cyclist and vehicle tracking - 2.mp4,341,2,bicycle,0.29480922,914.75964,468.50647,942.8627,497.06525
Cyclist and vehicle tracking - 2.mp4,342,2,bicycle,0.6911318,910.6931,471.1667,946.1284,494.1076
Cyclist and vehicle tracking - 2.mp4,343,2,bicycle,0.73906285,910.2121,470.419,944.4494,493.9312
Cyclist and vehicle tracking - 2.mp4,343,2,bicycle,0.26093432,926.569,482.69684,960.91345,506.4599
Cyclist and vehicle tracking - 2.mp4,344,2,bicycle,0.7289537,908.9581,469.93732,946.98474,493.75067
Cyclist and vehicle tracking - 2.mp4,345,2,bicycle,0.7216651,908.4751,468.4823,949.1362,493.49634
Cyclist and vehicle tracking - 2.mp4,345,2,bicycle,0.26075897,925.84106,480.69452,961.13965,504.4699
Cyclist and vehicle tracking - 2.mp4,346,2,bicycle,0.6454107,908.3519,468.16272,948.9675,492.93823
Cyclist and vehicle tracking - 2.mp4,347,2,bicycle,0.694246,906.9249,466.50092,950.48425,492.48016
Cyclist and vehicle tracking - 2.mp4,348,2,bicycle,0.697687,906.1655,465.6618,947.10767,491.54205
Cyclist and vehicle tracking - 2.mp4,349,2,bicycle,0.6547835,904.9083,464.68488,946.14954,490.8498
Cyclist and vehicle tracking - 2.mp4,350,2,bicycle,0.703043,904.1365,463.96143,947.92566,491.36566
Cyclist and vehicle tracking - 2.mp4,351,2,bicycle,0.6801151,903.314,463.24902,948.3144,491.10095
Cyclist and vehicle tracking - 2.mp4,352,2,bicycle,0.6327395,902.53015,463.96368,941.8263,489.51587
Cyclist and vehicle tracking - 2.mp4,352,2,bicycle,0.33025685,911.6293,468.92755,944.8229,494.44452
Cyclist and vehicle tracking - 2.mp4,353,2,bicycle,0.63362086,902.1929,463.81104,945.2488,490.3374
Cyclist and vehicle tracking - 2.mp4,354,2,bicycle,0.60562205,900.5073,461.50012,942.8369,489.02753
Cyclist and vehicle tracking - 2.mp4,355,2,bicycle,0.6213648,900.0386,462.54047,941.4242,489.50494
Cyclist and vehicle tracking - 2.mp4,356,2,bicycle,0.55598766,899.3784,461.81943,939.272,487.50912
Cyclist and vehicle tracking - 2.mp4,356,2,bicycle,0.25512433,912.45245,466.77386,944.9262,493.14697
Cyclist and vehicle tracking - 2.mp4,357,2,bicycle,0.6120729,898.2915,462.03778,938.9961,488.44525
Cyclist and vehicle tracking - 2.mp4,358,2,bicycle,0.65788794,897.33545,460.96338,940.1439,486.2329
Cyclist and vehicle tracking - 2.mp4,359,2,bicycle,0.65628856,896.9718,461.06366,939.65015,485.78888
Cyclist and vehicle tracking - 2.mp4,360,2,bicycle,0.61634606,896.7551,459.7578,933.5364,484.61304
Cyclist and vehicle tracking - 2.mp4,361,2,bicycle,0.6394846,895.4567,459.73755,933.2332,484.3042
Cyclist and vehicle tracking - 2.mp4,362,2,bicycle,0.6308308,895.0781,457.14838,938.8352,484.09064
Cyclist and vehicle tracking - 2.mp4,363,2,bicycle,0.61558086,893.8729,456.89795,938.6144,483.85217
Cyclist and vehicle tracking - 2.mp4,364,2,bicycle,0.6193726,893.6228,455.78186,938.34814,483.19946
Cyclist and vehicle tracking - 2.mp4,365,2,bicycle,0.62647706,892.73755,456.65378,938.84106,482.93826
Cyclist and vehicle tracking - 2.mp4,366,2,bicycle,0.66661763,891.935,455.45398,935.7424,482.65613
Cyclist and vehicle tracking - 2.mp4,367,2,bicycle,0.7067169,890.422,453.03873,928.3036,480.48874
Cyclist and vehicle tracking - 2.mp4,367,2,bicycle,0.25966206,899.2956,459.23605,939.0777,485.45462
Cyclist and vehicle tracking - 2.mp4,368,2,bicycle,0.70436627,890.2825,453.81705,937.5077,481.48257
Cyclist and vehicle tracking - 2.mp4,369,2,bicycle,0.7611975,890.10345,453.6576,938.0971,481.6322
Cyclist and vehicle tracking - 2.mp4,370,2,bicycle,0.7293063,889.24786,453.33704,934.1136,480.2611
Cyclist and vehicle tracking - 2.mp4,371,2,bicycle,0.74690956,888.48083,451.86157,930.4221,479.61377
Cyclist and vehicle tracking - 2.mp4,372,2,bicycle,0.73316145,888.79816,453.237,934.3372,480.57635
Cyclist and vehicle tracking - 2.mp4,373,2,bicycle,0.76319367,888.2416,452.47803,932.9359,479.52783
Cyclist and vehicle tracking - 2.mp4,374,2,bicycle,0.71771336,886.6614,452.505,933.33374,479.89398
Cyclist and vehicle tracking - 2.mp4,375,2,bicycle,0.67223,887.1865,453.3623,929.59644,478.81323
Cyclist and vehicle tracking - 2.mp4,376,2,bicycle,0.63202155,886.9569,452.63992,925.97327,477.98843
Cyclist and vehicle tracking - 2.mp4,377,2,bicycle,0.5607265,886.812,449.9648,924.3446,477.8713
Cyclist and vehicle tracking - 2.mp4,378,2,bicycle,0.63900936,884.4855,450.4574,928.78723,478.526
Cyclist and vehicle tracking - 2.mp4,379,2,bicycle,0.6934176,883.96246,451.99338,928.9628,478.9609
Cyclist and vehicle tracking - 2.mp4,380,2,bicycle,0.72672343,883.7689,449.5585,929.0255,478.43655
Cyclist and vehicle tracking - 2.mp4,381,2,bicycle,0.68807185,883.1753,449.7943,928.428,478.469
Cyclist and vehicle tracking - 2.mp4,382,2,bicycle,0.6918138,881.71747,450.5274,922.3946,477.08612
Cyclist and vehicle tracking - 2.mp4,383,2,bicycle,0.6540482,881.8303,450.47256,920.438,476.70926
Cyclist and vehicle tracking - 2.mp4,384,2,bicycle,0.6866373,882.0522,449.39514,923.2946,477.2406
Cyclist and vehicle tracking - 2.mp4,385,2,bicycle,0.6457288,881.3423,449.39496,924.55115,477.52496
Cyclist and vehicle tracking - 2.mp4,386,2,bicycle,0.62251085,880.9684,450.0701,923.1334,476.1398
Cyclist and vehicle tracking - 2.mp4,387,2,bicycle,0.6715812,880.14636,451.11633,918.23083,475.56567
Cyclist and vehicle tracking - 2.mp4,387,2,bicycle,0.51219314,900.32104,460.0279,928.71387,482.76874
Cyclist and vehicle tracking - 2.mp4,388,2,bicycle,0.66969967,879.8615,450.6973,917.9705,475.61343
Cyclist and vehicle tracking - 2.mp4,388,2,bicycle,0.5128827,899.8988,459.152,929.1815,482.84647
Cyclist and vehicle tracking - 2.mp4,389,2,bicycle,0.59805274,879.9761,450.23343,917.0779,475.6392
Cyclist and vehicle tracking - 2.mp4,389,2,bicycle,0.35673726,899.09973,458.8645,928.4813,482.3335
Cyclist and vehicle tracking - 2.mp4,390,2,bicycle,0.56110257,879.8733,450.67334,919.5626,476.45972
Cyclist and vehicle tracking - 2.mp4,390,2,bicycle,0.26797143,897.4768,458.30643,928.1553,481.68936
Cyclist and vehicle tracking - 2.mp4,391,2,bicycle,0.4505922,880.0061,451.13702,918.744,476.35944
Cyclist and vehicle tracking - 2.mp4,392,2,bicycle,0.63486505,879.4894,450.84888,921.1354,476.4735
Cyclist and vehicle tracking - 2.mp4,393,2,bicycle,0.64892095,878.96277,450.76654,920.90686,476.7066
Cyclist and vehicle tracking - 2.mp4,394,2,bicycle,0.6213899,878.8103,450.5699,918.94727,476.607
Cyclist and vehicle tracking - 2.mp4,394,2,bicycle,0.27633986,887.5183,453.99124,923.3474,478.881
Cyclist and vehicle tracking - 2.mp4,395,2,bicycle,0.5904698,878.53986,451.22168,917.587,477.07874
Cyclist and vehicle tracking - 2.mp4,396,2,bicycle,0.6267261,877.9858,451.37292,917.3055,477.19928
Cyclist and vehicle tracking - 2.mp4,397,2,bicycle,0.63681865,877.6823,451.73468,919.36237,477.65912
Cyclist and vehicle tracking - 2.mp4,398,2,bicycle,0.6629667,877.61743,451.36957,919.04565,477.98322
Cyclist and vehicle tracking - 2.mp4,399,2,bicycle,0.6781301,877.74365,450.62244,917.1194,478.13342
Cyclist and vehicle tracking - 2.mp4,399,2,bicycle,0.34983113,886.48627,454.4572,921.27057,480.07697
Cyclist and vehicle tracking - 2.mp4,400,2,bicycle,0.6903061,877.76984,450.11047,918.1285,478.7638
Cyclist and vehicle tracking - 2.mp4,401,2,bicycle,0.68558484,878.4724,450.01807,918.2433,479.2035
Cyclist and vehicle tracking - 2.mp4,402,2,bicycle,0.6832302,878.97876,450.2456,917.75146,479.20532
Cyclist and vehicle tracking - 2.mp4,403,2,bicycle,0.64479953,879.4711,451.11145,916.01215,479.74182
Cyclist and vehicle tracking - 2.mp4,404,2,bicycle,0.62771326,879.0604,451.28662,917.2427,481.19556
Cyclist and vehicle tracking - 2.mp4,405,2,bicycle,0.55272573,879.59375,450.82727,912.78125,481.63
Cyclist and vehicle tracking - 2.mp4,405,2,bicycle,0.2654294,880.18506,455.53415,923.09424,482.86752
Cyclist and vehicle tracking - 2.mp4,406,2,bicycle,0.53097,879.72186,451.33218,916.8973,482.37723
Cyclist and vehicle tracking - 2.mp4,407,2,bicycle,0.5086397,879.99,452.2815,914.6328,482.66467
Cyclist and vehicle tracking - 2.mp4,408,2,bicycle,0.4538428,880.02185,452.26224,911.9972,482.90707
Cyclist and vehicle tracking - 2.mp4,409,2,bicycle,0.39990777,880.246,451.35034,910.1229,483.34857
Cyclist and vehicle tracking - 2.mp4,410,2,bicycle,0.26623058,879.9114,455.3123,916.98364,485.2175
Cyclist and vehicle tracking - 2.mp4,411,2,bicycle,0.35525724,879.59827,456.4699,916.2318,485.7093
Cyclist and vehicle tracking - 2.mp4,412,2,bicycle,0.26688182,879.97327,457.7602,912.702,485.7055
Cyclist and vehicle tracking - 2.mp4,413,2,bicycle,0.26861492,879.92676,456.53906,913.3113,486.06677
Cyclist and vehicle tracking - 2.mp4,414,2,bicycle,0.31043997,880.5722,457.47632,917.63165,491.037
Cyclist and vehicle tracking - 2.mp4,415,2,bicycle,0.2880697,880.6534,457.98364,917.23566,491.54688
Cyclist and vehicle tracking - 2.mp4,416,2,bicycle,0.29694924,879.4049,459.35046,916.6582,491.36206
Cyclist and vehicle tracking - 2.mp4,417,2,bicycle,0.3416447,879.366,459.31842,916.8759,491.3636
Cyclist and vehicle tracking - 2.mp4,418,2,bicycle,0.37469125,878.8125,459.32825,914.40454,490.6477
Cyclist and vehicle tracking - 2.mp4,419,2,bicycle,0.2847978,878.5721,458.89148,914.82745,490.2796
Cyclist and vehicle tracking - 2.mp4,420,2,bicycle,0.28986928,878.2819,458.92255,908.86115,490.445
Cyclist and vehicle tracking - 2.mp4,421,2,bicycle,0.27241433,878.4567,459.2589,905.72125,490.7763
Cyclist and vehicle tracking - 2.mp4,422,2,bicycle,0.27595478,878.4541,459.27496,905.98486,490.81525
Cyclist and vehicle tracking - 2.mp4,423,2,bicycle,0.28686115,877.84644,461.18536,909.3247,490.42126
Cyclist and vehicle tracking - 2.mp4,424,2,bicycle,0.2741088,876.3375,461.40967,900.7992,487.69006
Cyclist and vehicle tracking - 2.mp4,425,2,bicycle,0.26638672,875.9127,461.80707,902.96106,488.2146
Cyclist and vehicle tracking - 2.mp4,426,2,bicycle,0.31531686,875.0314,463.90546,899.5348,493.9936
Cyclist and vehicle tracking - 2.mp4,427,2,bicycle,0.32915497,873.0631,463.21338,897.3374,489.33313
Cyclist and vehicle tracking - 2.mp4,428,2,bicycle,0.28547075,872.25256,463.69385,895.02136,489.37036
Cyclist and vehicle tracking - 2.mp4,429,2,bicycle,0.258239,871.94324,464.9981,895.547,490.31403
Cyclist and vehicle tracking - 2.mp4,430,2,bicycle,0.2610177,870.61475,466.75055,892.97656,490.80133
Cyclist and vehicle tracking - 2.mp4,431,2,bicycle,0.31432056,868.45874,467.17908,890.6665,491.1183
Cyclist and vehicle tracking - 2.mp4,432,2,bicycle,0.34585378,868.42035,466.23798,889.78973,490.56866
Cyclist and vehicle tracking - 2.mp4,433,2,bicycle,0.28235635,868.0847,465.6477,888.8982,490.3993
Cyclist and vehicle tracking - 2.mp4,434,2,bicycle,0.292394,864.45386,461.72607,891.5676,491.03772
Cyclist and vehicle tracking - 2.mp4,435,2,bicycle,0.3193593,863.18823,461.94452,891.353,491.43225
Cyclist and vehicle tracking - 2.mp4,436,2,bicycle,0.33264822,863.04407,461.98785,890.27405,490.11932
Cyclist and vehicle tracking - 2.mp4,437,3,car,0.32969683,839.8939,461.06592,900.7396,496.547
Cyclist and vehicle tracking - 2.mp4,438,2,bicycle,0.27699828,832.33264,465.53644,874.8656,493.32025
Cyclist and vehicle tracking - 2.mp4,439,2,bicycle,0.3401426,832.0465,465.01288,875.5148,491.29987
Cyclist and vehicle tracking - 2.mp4,440,2,bicycle,0.43952137,831.7326,464.70636,874.88776,491.11517
Cyclist and vehicle tracking - 2.mp4,441,2,bicycle,0.30421406,831.5188,466.66803,872.4978,492.2992
Cyclist and vehicle tracking - 2.mp4,442,2,bicycle,0.30060422,831.38983,466.39917,872.4473,492.5739
Cyclist and vehicle tracking - 2.mp4,443,2,bicycle,0.39073053,831.2904,465.8103,874.0177,492.91724
Cyclist and vehicle tracking - 2.mp4,444,2,bicycle,0.3603268,830.7388,465.32562,878.0315,493.85248
Cyclist and vehicle tracking - 2.mp4,445,2,bicycle,0.33480775,830.40125,465.6015,876.5027,494.4444
Cyclist and vehicle tracking - 2.mp4,446,2,bicycle,0.35353237,830.29565,465.26917,872.8601,493.76538
Cyclist and vehicle tracking - 2.mp4,447,2,bicycle,0.3626198,830.1838,465.10675,870.0527,493.41498
Cyclist and vehicle tracking - 2.mp4,448,2,bicycle,0.39687324,830.1687,465.0343,869.7815,493.22083
Cyclist and vehicle tracking - 2.mp4,449,2,bicycle,0.31699705,751.1909,467.7683,776.39624,489.01318
Cyclist and vehicle tracking - 2.mp4,450,2,bicycle,0.27919623,738.53406,469.38477,761.1998,491.63123
Cyclist and vehicle tracking - 2.mp4,451,2,bicycle,0.27847326,530.6655,527.5831,555.3695,558.4774
Cyclist and vehicle tracking - 2.mp4,452,2,bicycle,0.37735602,527.39844,532.13257,550.24,564.1843
Cyclist and vehicle tracking - 2.mp4,453,2,bicycle,0.2563401,521.50085,530.91125,542.1261,564.4801
Cyclist and vehicle tracking - 2.mp4,454,2,bicycle,0.2740127,517.8202,535.32666,541.1742,572.48755
Cyclist and vehicle tracking - 2.mp4,454,2,bicycle,0.2585773,517.49756,532.3742,538.2803,566.85004
Cyclist and vehicle tracking - 2.mp4,455,2,bicycle,0.2605895,512.0542,534.69885,532.60425,566.454
Cyclist and vehicle tracking - 2.mp4,456,2,bicycle,0.2736608,465.63235,559.8567,487.09317,600.28394
Cyclist and vehicle tracking - 2.mp4,457,2,bicycle,0.29617193,383.98468,571.7936,405.74994,623.6002
Cyclist and vehicle tracking - 2.mp4,458,2,bicycle,0.39148504,381.53445,577.43,406.0043,637.741
Cyclist and vehicle tracking - 2.mp4,459,2,bicycle,0.5390737,378.99652,568.05334,409.46027,639.24524
Cyclist and vehicle tracking - 2.mp4,460,2,bicycle,0.39093125,378.11957,571.9241,401.73615,638.511
Cyclist and vehicle tracking - 2.mp4,461,2,bicycle,0.31075546,372.38373,579.72345,406.81427,641.72345
Cyclist and vehicle tracking - 2.mp4,462,2,bicycle,0.3345801,358.50427,579.2937,385.02576,627.69824
Cyclist and vehicle tracking - 2.mp4,463,2,bicycle,0.3880354,357.23004,577.55505,383.14044,625.7455
Cyclist and vehicle tracking - 2.mp4,464,2,bicycle,0.38984954,357.39227,576.68616,387.56146,626.88586
Cyclist and vehicle tracking - 2.mp4,465,2,bicycle,0.426532,356.3568,576.1047,384.05457,623.325
Cyclist and vehicle tracking - 2.mp4,466,2,bicycle,0.4007748,354.9287,576.02527,386.32288,627.4291
